Date	Depth(m)	DIC_C(µmol/kg)	Alk_C(µmol/kg)	DIC_E(µmol/kg)	Alk_E(µmol/kg)	DIC_W(µmol/kg)	Alk_W(µmol/kg)	DIC_S(µmol/kg)	Alk_S(µmol/kg)	DIC_N(µmol/kg)	Alk_N(µmol/kg)
2020-09-18	262.65	2335.75	2664.08	2336.98	2665.08	2334.42	2659.47	2334.09	2659.03	2332.49	2659.52
2020-09-18	275.83	2335.72	2663.99	2336.87	2664.92	2334.45	2659.49	2334.19	2659.18	2332.42	2659.37
2020-09-18	289.46	2335.86	2664.00	2336.77	2664.74	2334.40	2659.45	2334.21	2659.20	2332.34	2659.21
2020-09-18	303.56	2335.90	2663.95	2336.67	2664.55	2334.45	2659.49	2334.29	2659.33	2332.25	2659.03
2020-09-18	318.13	2335.85	2663.75	2336.54	2664.23	2334.40	2659.44	2334.29	2659.33	2332.16	2658.81
2020-09-18	333.19	2335.74	2663.47	2336.39	2663.91	2334.40	2659.43	2334.60	2659.78	2332.07	2658.60
2020-09-18	348.75	2335.63	2663.12	2336.22	2663.57	2334.45	2659.46	2334.69	2659.91	2331.97	2658.34
2020-09-18	364.82	2335.44	2662.63	2336.05	2663.22	2334.45	2659.45	2334.80	2660.03	2331.86	2658.07
2020-09-18	381.42	2335.19	2662.06	2335.88	2662.85	2334.52	2659.49	2334.80	2659.99	2331.75	2657.78
2020-09-18	398.54	2334.90	2661.48	2335.70	2662.47	2334.58	2659.53	2334.78	2659.89	2331.64	2657.49
2020-09-18	416.22	2334.59	2660.82	2335.52	2662.08	2334.61	2659.51	2334.69	2659.70	2331.51	2657.16
2020-09-18	434.46	2334.27	2660.15	2335.35	2661.69	2334.61	2659.48	2334.60	2659.46	2331.38	2656.82
2020-09-18	453.27	2333.95	2659.50	2335.18	2661.29	2334.68	2659.49	2334.46	2659.16	2331.24	2656.46
2020-09-18	472.67	2333.65	2658.89	2335.00	2660.87	2334.71	2659.46	2334.36	2658.88	2331.10	2656.08
2020-09-18	492.67	2333.35	2658.28	2334.82	2660.45	2334.89	2659.53	2334.22	2658.56	2330.94	2655.67
2020-09-18	513.29	2333.09	2657.75	2334.65	2660.03	2335.08	2659.64	2334.09	2658.25	2330.79	2655.24
2020-09-18	534.53	2332.86	2657.26	2334.49	2659.61	2335.23	2659.69	2333.96	2657.92	2330.63	2654.81
2020-09-18	556.41	2332.66	2656.83	2334.33	2659.20	2335.23	2659.61	2333.83	2657.61	2330.47	2654.38
2020-09-18	578.94	2332.49	2656.45	2334.18	2658.78	2335.22	2659.51	2333.72	2657.31	2330.30	2653.96
2020-09-18	602.15	2332.35	2656.10	2334.04	2658.38	2335.21	2659.42	2333.62	2657.04	2330.15	2653.56
2020-09-18	626.03	2332.22	2655.79	2333.90	2658.00	2335.18	2659.31	2333.54	2656.81	2330.02	2653.19
2020-09-18	650.62	2332.11	2655.51	2333.78	2657.64	2335.15	2659.19	2333.48	2656.60	2329.91	2652.87
2020-09-18	675.91	2332.02	2655.25	2333.68	2657.30	2335.11	2659.05	2333.45	2656.42	2329.81	2652.58
2020-09-18	701.93	2331.94	2655.02	2333.60	2657.00	2335.09	2658.93	2333.42	2656.26	2329.74	2652.33
2020-09-18	728.69	2331.87	2654.79	2333.52	2656.71	2335.09	2658.81	2333.41	2656.11	2329.68	2652.11
2020-09-18	756.20	2331.82	2654.59	2333.46	2656.46	2335.09	2658.70	2333.41	2655.98	2329.64	2651.92
2020-09-18	784.47	2331.77	2654.39	2333.41	2656.22	2335.10	2658.59	2333.41	2655.86	2329.61	2651.75
2020-09-18	813.53	2331.72	2654.21	2333.37	2656.01	2335.11	2658.48	2333.41	2655.74	2329.59	2651.59
2020-09-18	843.39	2331.69	2654.03	2333.34	2655.82	2335.13	2658.37	2333.42	2655.62	2329.58	2651.44
2020-09-18	874.06	2331.66	2653.87	2333.32	2655.64	2335.14	2658.26	2333.44	2655.51	2329.57	2651.31
2020-09-18	905.55	2331.64	2653.71	2333.31	2655.48	2335.17	2658.15	2333.46	2655.41	2329.57	2651.18
2020-09-18	937.89	2331.63	2653.56	2333.30	2655.33	2335.18	2658.03	2333.49	2655.32	2329.56	2651.05
2020-09-18	971.08	2331.62	2653.43	2333.30	2655.19	2335.20	2657.92	2333.52	2655.23	2329.56	2650.93
2020-09-18	1005.14	2331.62	2653.29	2333.30	2655.07	2335.21	2657.79	2333.55	2655.15	2329.57	2650.81
2020-09-18	1040.08	2331.63	2653.17	2333.30	2654.95	2335.24	2657.69	2333.60	2655.08	2329.58	2650.71
2020-09-18	1075.91	2331.64	2653.05	2333.32	2654.85	2335.28	2657.58	2333.64	2655.01	2329.60	2650.61
2020-09-18	1112.66	2331.65	2652.95	2333.33	2654.76	2335.31	2657.48	2333.69	2654.95	2329.63	2650.52
2020-09-18	1150.34	2331.67	2652.85	2333.35	2654.67	2335.34	2657.36	2333.74	2654.89	2329.66	2650.45
2020-09-18	1188.95	2331.70	2652.75	2333.37	2654.58	2335.37	2657.25	2333.79	2654.85	2329.69	2650.37
2020-09-18	1228.52	2331.72	2652.67	2333.39	2654.51	2335.41	2657.14	2333.85	2654.80	2329.73	2650.30
2020-09-18	1269.05	2331.75	2652.58	2333.40	2654.42	2335.47	2657.06	2333.92	2654.77	2329.76	2650.22
2020-09-18	1310.56	2331.79	2652.51	2333.43	2654.35	2335.53	2656.97	2333.98	2654.75	2329.80	2650.16
2020-09-18	1353.07	2331.83	2652.44	2333.46	2654.28	2335.60	2656.90	2334.05	2654.73	2329.85	2650.11
2020-09-18	1396.58	2331.87	2652.38	2333.49	2654.22	2335.67	2656.83	2334.11	2654.71	2329.88	2650.05
2020-09-18	1441.11	2331.91	2652.32	2333.52	2654.16	2335.75	2656.78	2334.18	2654.71	2329.96	2650.04
2020-09-18	1486.67	2331.96	2652.27	2333.57	2654.13	2335.83	2656.73	2334.25	2654.71	2329.98	2649.97
2020-09-18	1533.27	2332.00	2652.23	2333.62	2654.09	2335.91	2656.70	2334.33	2654.71	2330.06	2649.98
2020-09-18	1580.93	2332.05	2652.19	2333.66	2654.05	2335.98	2656.65	2334.40	2654.72	2330.06	2649.91
2020-09-18	1629.65	2332.10	2652.16	2333.72	2654.03	2336.05	2656.62	2334.48	2654.73	2330.11	2649.90
2020-09-18	1679.44	2332.16	2652.13	2333.76	2654.01	2336.11	2656.58	2334.55	2654.75	2330.12	2649.85
2020-09-18	1730.33	2332.21	2652.12	2333.83	2654.00	2336.15	2656.53	2334.62	2654.76	2330.13	2649.80
2020-09-18	1782.31	2332.27	2652.10	2333.86	2653.96	2336.21	2656.51	2334.69	2654.78	2330.11	2649.73
2020-09-18	1835.40	2332.32	2652.10	2333.93	2653.97	2336.26	2656.49	2334.76	2654.80	2330.12	2649.69
2020-09-18	1889.61	2332.38	2652.10	2333.96	2653.94	2336.31	2656.48	2334.82	2654.82	2330.08	2649.61
2020-09-18	1944.95	2332.43	2652.10	2334.02	2653.94	2336.37	2656.48	2334.88	2654.84	2330.12	2649.61
2020-09-18	2001.42	2332.49	2652.10	2334.06	2653.92	2336.43	2656.49	2334.94	2654.86	2330.13	2649.59
2020-09-18	2059.03	2332.54	2652.11	2334.11	2653.93	2336.52	2656.55	2335.00	2654.87	2330.21	2649.64
2020-09-18	2117.79	2332.60	2652.13	2334.15	2653.92	2336.59	2656.57	2335.05	2654.89	2330.26	2649.66
2020-09-18	2177.71	2332.66	2652.14	2334.20	2653.93	2336.72	2656.67	2335.10	2654.90	2330.33	2649.72
2020-09-18	2238.80	2332.72	2652.17	2334.24	2653.92	2336.83	2656.75	2335.14	2654.92	2330.40	2649.77
2020-09-18	2301.06	2332.79	2652.20	2334.29	2653.93	2336.92	2656.81	2335.18	2654.92	2330.48	2649.82
2020-09-18	2364.49	2332.86	2652.24	2334.32	2653.93	2337.03	2656.89	2335.22	2654.93	2330.44	2649.74
2020-09-18	2429.11	2332.95	2652.30	2334.36	2653.93	2337.03	2656.87	2335.25	2654.93	2330.55	2649.86
2020-09-18	2494.91	2333.04	2652.36	2334.40	2653.93	2337.23	2657.05	2335.29	2654.94	2330.64	2649.92
2020-09-18	2561.90	2333.18	2652.49	2334.42	2653.91	2337.32	2657.13	2335.30	2654.93	2330.59	2649.84
2020-09-18	2630.09	2333.28	2652.56	2334.44	2653.90	2337.00	2656.74	2335.32	2654.92	2330.61	2649.82
2020-09-18	2699.47	2333.49	2652.75	2334.46	2653.90	2336.44	2656.07	2335.33	2654.91	2330.77	2649.98
2020-09-18	2770.06	2333.55	2652.79	2334.47	2653.88	2337.40	2657.18	2335.30	2654.86	2330.53	2649.65
